Act of Creation;Death Metal
Act of Creation;Thrash Metal
Deliver the Galaxy;Melodic Death Metal
Faces of Fear;Black Metal
Fleshworks;Death Metal
Frostshock;Melodic Death Metal
Frostshock;Melodic Thrash Metal
Imperial Demonic;Melodic Black Metal
Moor;Post-Black Metal
Non est Deus;Black Metal
Parasite Inc.;Melodic Death Metal
The Spirit;Black Metal
The Spirit;Death Metal
This Ending;Melodic Death Metal
Vorga;Black Metal
Wormwood;Melodic Death Metal
