Gernotshagen;DEU
Black Messiah;DEU
Mighty Dragonlords of the Promised Land;DEU
EÏS;DEU
Ignis Fatuu;DEU
Mourning Wood;FIN
Sarkh;DEU
Thjodrörir;DEU
Baumbart;DEU
Countless Skies;GBR
Haggard;DEU
Theotoxin;AUS
Toter Fisch;FRA
Vansind;DNK
Waldgeflüster;DEU
Horn;DEU
